"DepartamentoCodigo","Departamento","MunicipioCodigo","Municipio","Año","IRCA","Nivel de riesgo","IRCAurbano","Nivel de riesgo urbano","IRCArural","Nivel de riesgo rural"
"73","Tolima","73055","Armero","2,024","4.6","Sin riesgo","4.6","Sin riesgo","ND","ND"
"73","Tolima","73067","Ataco","2,024","64.6","Alto riesgo","64.6","Alto riesgo","ND","ND"
"73","Tolima","73124","Cajamarca","2,024","48.4","Alto riesgo","48.4","Alto riesgo","ND","ND"
"73","Tolima","73148","Carmen de Apicalá","2,024","4.7","Sin riesgo","4.7","Sin riesgo","ND","ND"
"73","Tolima","73152","Casabianca","2,024","7.5","Bajo riesgo","7.5","Bajo riesgo","ND","ND"
"73","Tolima","73168","Chaparral","2,024","5.8","Bajo riesgo","5.8","Bajo riesgo","ND","ND"
"73","Tolima","73200","Coello","2,024","50.2","Alto riesgo","50.2","Alto riesgo","ND","ND"
"73","Tolima","73217","Coyaima","2,024","20.2","Riesgo medio","20.2","Riesgo medio","ND","ND"
"73","Tolima","73226","Cunday","2,024","11.5","Bajo riesgo","11.5","Bajo riesgo","ND","ND"
"73","Tolima","73236","Dolores","2,024","39","Alto riesgo","39","Alto riesgo","ND","ND"
"73","Tolima","73268","Espinal","2,024","0","Sin riesgo","0","Sin riesgo","0","Sin riesgo"
"73","Tolima","73270","Falan","2,024","5","Sin riesgo","5","Sin riesgo","ND","ND"
"73","Tolima","73275","Flandes","2,024","6.9","Bajo riesgo","6.9","Bajo riesgo","ND","ND"
"73","Tolima","73283","Fresno","2,024","4.1","Sin riesgo","4.1","Sin riesgo","ND","ND"
"73","Tolima","73319","Guamo","2,024","10.2","Bajo riesgo","10.2","Bajo riesgo","ND","ND"
"73","Tolima","73347","Herveo","2,024","14.5","Riesgo medio","14.5","Riesgo medio","ND","ND"
"73","Tolima","73349","Honda","2,024","2","Sin riesgo","2","Sin riesgo","ND","ND"
"73","Tolima","73352","Icononzo","2,024","23.5","Riesgo medio","23.5","Riesgo medio","ND","ND"
"73","Tolima","73408","Lérida","2,024","11.3","Bajo riesgo","11.3","Bajo riesgo","ND","ND"
"73","Tolima","73411","Líbano","2,024","0","Sin riesgo","0","Sin riesgo","ND","ND"
"73","Tolima","73443","San Sebastián de Mariquita","2,024","1.8","Sin riesgo","1.8","Sin riesgo","ND","ND"
"73","Tolima","73449","Melgar","2,024","0.8","Sin riesgo","0.8","Sin riesgo","ND","ND"
"73","Tolima","73461","Murillo","2,024","13","Bajo riesgo","13","Bajo riesgo","ND","ND"
"73","Tolima","73483","Natagaima","2,024","3.1","Sin riesgo","3.1","Sin riesgo","ND","ND"
"73","Tolima","73504","Ortega","2,024","5.9","Bajo riesgo","5.9","Bajo riesgo","ND","ND"
"73","Tolima","73520","Palocabildo","2,024","2","Sin riesgo","2","Sin riesgo","ND","ND"
"73","Tolima","73547","Piedras","2,024","20","Riesgo medio","20","Riesgo medio","ND","ND"
"73","Tolima","73555","Planadas","2,024","30.8","Riesgo medio","30.8","Riesgo medio","ND","ND"
"73","Tolima","73563","Prado","2,024","9.6","Bajo riesgo","9.6","Bajo riesgo","ND","ND"
"73","Tolima","73585","Purificación","2,024","0","Sin riesgo","0","Sin riesgo","ND","ND"
"73","Tolima","73616","Rioblanco","2,024","0","Sin riesgo","0","Sin riesgo","ND","ND"
"73","Tolima","73622","Roncesvalles","2,024","65.8","Alto riesgo","65.8","Alto riesgo","ND","ND"
"73","Tolima","73624","Rovira","2,024","6","Bajo riesgo","6","Bajo riesgo","ND","ND"
"73","Tolima","73671","Saldaña","2,024","7.2","Bajo riesgo","7.2","Bajo riesgo","ND","ND"
"73","Tolima","73675","San Antonio","2,024","0","Sin riesgo","0","Sin riesgo","ND","ND"
"73","Tolima","73678","San Luis","2,024","3.6","Sin riesgo","3.8","Sin riesgo","0","Sin riesgo"
"73","Tolima","73686","Santa Isabel","2,024","4.4","Sin riesgo","4.4","Sin riesgo","ND","ND"
"73","Tolima","73770","Suárez","2,024","76.1","Alto riesgo","76.1","Alto riesgo","ND","ND"
"73","Tolima","73854","Valle de San Juan","2,024","32.9","Riesgo medio","32.9","Riesgo medio","ND","ND"
"73","Tolima","73861","Venadillo","2,024","2.2","Sin riesgo","2.2","Sin riesgo","ND","ND"
"73","Tolima","73870","Villahermosa","2,024","0.9","Sin riesgo","0.9","Sin riesgo","ND","ND"
"73","Tolima","73873","Villarrica","2,024","30","Riesgo medio","30","Riesgo medio","ND","ND"
"76","Valle del Cauca","76001","Cali","2,024","0.2","Sin riesgo","0.1","Sin riesgo","2.5","Sin riesgo"
"76","Valle del Cauca","76020","Alcalá","2,024","14.5","Riesgo medio","1.3","Sin riesgo","22.7","Riesgo medio"
"76","Valle del Cauca","76036","Andalucía","2,024","0","Sin riesgo","0","Sin riesgo","0","Sin riesgo"
"76","Valle del Cauca","76041","Ansermanuevo","2,024","11","Bajo riesgo","0","Sin riesgo","17.6","Riesgo medio"
"76","Valle del Cauca","76054","Argelia","2,024","30.4","Riesgo medio","0","Sin riesgo","60.9","Alto riesgo"
"76","Valle del Cauca","76100","Bolívar","2,024","18.8","Riesgo medio","0","Sin riesgo","25.4","Riesgo medio"
"76","Valle del Cauca","76109","Buenaventura","2,024","0","Sin riesgo","0","Sin riesgo","0","Sin riesgo"
"76","Valle del Cauca","76111","Guadalajara de Buga","2,024","0","Sin riesgo","0","Sin riesgo","ND","ND"
"76","Valle del Cauca","76113","Bugalagrande","2,024","7.2","Bajo riesgo","0","Sin riesgo","11.7","Bajo riesgo"
"76","Valle del Cauca","76122","Caicedonia","2,024","0","Sin riesgo","0","Sin riesgo","0","Sin riesgo"
"76","Valle del Cauca","76126","Calima","2,024","50.8","Alto riesgo","ND","ND","50.8","Alto riesgo"
"76","Valle del Cauca","76130","Candelaria","2,024","2.8","Sin riesgo","0.9","Sin riesgo","12.1","Bajo riesgo"
"76","Valle del Cauca","76233","Dagua","2,024","6.4","Bajo riesgo","0.1","Sin riesgo","10.3","Bajo riesgo"
"76","Valle del Cauca","76243","El Águila","2,024","5.1","Bajo riesgo","0.4","Sin riesgo","13","Bajo riesgo"
"76","Valle del Cauca","76246","El Cairo","2,024","1.1","Sin riesgo","1.1","Sin riesgo","ND","ND"
"76","Valle del Cauca","76248","El Cerrito","2,024","0.5","Sin riesgo","0","Sin riesgo","1.7","Sin riesgo"
"76","Valle del Cauca","76250","El Dovio","2,024","0","Sin riesgo","0","Sin riesgo","0","Sin riesgo"
"76","Valle del Cauca","76275","Florida","2,024","0.1","Sin riesgo","0.1","Sin riesgo","0","Sin riesgo"
"76","Valle del Cauca","76306","Ginebra","2,024","2.3","Sin riesgo","0.2","Sin riesgo","10.5","Bajo riesgo"
"76","Valle del Cauca","76318","Guacarí","2,024","0.4","Sin riesgo","0.1","Sin riesgo","3.7","Sin riesgo"
"76","Valle del Cauca","76364","Jamundí","2,024","6.7","Bajo riesgo","1.2","Sin riesgo","21.3","Riesgo medio"
"76","Valle del Cauca","76377","La Cumbre","2,024","5.1","Bajo riesgo","0.4","Sin riesgo","6.2","Bajo riesgo"
"76","Valle del Cauca","76400","La Unión","2,024","3.2","Sin riesgo","0","Sin riesgo","11.2","Bajo riesgo"
"76","Valle del Cauca","76403","La Victoria","2,024","0","Sin riesgo","0","Sin riesgo","0","Sin riesgo"
"76","Valle del Cauca","76497","Obando","2,024","12.5","Bajo riesgo","0.1","Sin riesgo","49.7","Alto riesgo"
"76","Valle del Cauca","76520","Palmira","2,024","5.3","Bajo riesgo","0","Sin riesgo","8.4","Bajo riesgo"
"76","Valle del Cauca","76563","Pradera","2,024","0.2","Sin riesgo","0.2","Sin riesgo","0","Sin riesgo"
"76","Valle del Cauca","76606","Restrepo","2,024","0","Sin riesgo","0","Sin riesgo","0","Sin riesgo"
"76","Valle del Cauca","76616","Riofrío","2,024","7.8","Bajo riesgo","0","Sin riesgo","18","Riesgo medio"
"76","Valle del Cauca","76622","Roldanillo","2,024","0.7","Sin riesgo","0.9","Sin riesgo","0.1","Sin riesgo"
"76","Valle del Cauca","76670","San Pedro","2,024","0.8","Sin riesgo","0.2","Sin riesgo","1.4","Sin riesgo"
"76","Valle del Cauca","76736","Sevilla","2,024","5.9","Bajo riesgo","0.1","Sin riesgo","25.4","Riesgo medio"
"76","Valle del Cauca","76823","Toro","2,024","12.4","Bajo riesgo","0","Sin riesgo","21.7","Riesgo medio"
"76","Valle del Cauca","76828","Trujillo","2,024","4.4","Sin riesgo","0","Sin riesgo","21.8","Riesgo medio"
"76","Valle del Cauca","76834","Tuluá","2,024","3.3","Sin riesgo","0.1","Sin riesgo","7.1","Bajo riesgo"
"76","Valle del Cauca","76845","Ulloa","2,024","1.4","Sin riesgo","2.2","Sin riesgo","0","Sin riesgo"
"76","Valle del Cauca","76863","Versalles","2,024","32.9","Riesgo medio","0.7","Sin riesgo","65","Alto riesgo"
"76","Valle del Cauca","76869","Vijes","2,024","1.8","Sin riesgo","1.8","Sin riesgo","ND","ND"
"76","Valle del Cauca","76890","Yotoco","2,024","8.2","Bajo riesgo","0.1","Sin riesgo","40.6","Alto riesgo"
"76","Valle del Cauca","76892","Yumbo","2,024","8.3","Bajo riesgo","4.5","Sin riesgo","13","Bajo riesgo"
"76","Valle del Cauca","76895","Zarzal","2,024","1.1","Sin riesgo","0","Sin riesgo","3.8","Sin riesgo"
"81","Arauca","81001","Arauca","2,024","3.8","Sin riesgo","1.8","Sin riesgo","35.2","Alto riesgo"
"81","Arauca","81065","Arauquita","2,024","8.1","Bajo riesgo","0","Sin riesgo","21.4","Riesgo medio"
"81","Arauca","81220","Cravo Norte","2,024","1","Sin riesgo","1","Sin riesgo","ND","ND"
"81","Arauca","81300","Fortul","2,024","0.2","Sin riesgo","0.2","Sin riesgo","ND","ND"
"81","Arauca","81591","Puerto Rondón","2,024","0","Sin riesgo","0","Sin riesgo","ND","ND"
"81","Arauca","81736","Saravena","2,024","19.8","Riesgo medio","0.6","Sin riesgo","49.5","Alto riesgo"
"81","Arauca","81794","Tame","2,024","1.9","Sin riesgo","1.9","Sin riesgo","ND","ND"
"85","Casanare","85001","Yopal","2,024","0.7","Sin riesgo","0.3","Sin riesgo","3.2","Sin riesgo"
"85","Casanare","85015","Chámeza","2,024","3.2","Sin riesgo","3.2","Sin riesgo","ND","ND"
"85","Casanare","85125","Hato Corozal","2,024","0","Sin riesgo","0","Sin riesgo","ND","ND"
"85","Casanare","85136","La Salina","2,024","1.5","Sin riesgo","1.5","Sin riesgo","ND","ND"
"85","Casanare","85139","Maní","2,024","6.1","Bajo riesgo","6.1","Bajo riesgo","ND","ND"
"85","Casanare","85162","Monterrey","2,024","3","Sin riesgo","3","Sin riesgo","ND","ND"
"85","Casanare","85225","Nunchía","2,024","1.8","Sin riesgo","1.8","Sin riesgo","ND","ND"
"85","Casanare","85230","Orocué","2,024","2.5","Sin riesgo","2.5","Sin riesgo","ND","ND"
"85","Casanare","85250","Paz de Ariporo","2,024","3","Sin riesgo","3","Sin riesgo","ND","ND"
"85","Casanare","85263","Pore","2,024","2.6","Sin riesgo","2.6","Sin riesgo","ND","ND"
"85","Casanare","85300","Sabanalarga","2,024","1.8","Sin riesgo","1.8","Sin riesgo","ND","ND"
"85","Casanare","85315","Sácama","2,024","1.5","Sin riesgo","1.5","Sin riesgo","ND","ND"
"85","Casanare","85325","San Luis de Palenque","2,024","12.7","Bajo riesgo","16.7","Riesgo medio","0.5","Sin riesgo"
"85","Casanare","85400","Támara","2,024","6.4","Bajo riesgo","6.4","Bajo riesgo","ND","ND"
"85","Casanare","85410","Tauramena","2,024","4.1","Sin riesgo","3.5","Sin riesgo","20.7","Riesgo medio"
"85","Casanare","85430","Trinidad","2,024","18.2","Riesgo medio","18.2","Riesgo medio","ND","ND"
"85","Casanare","85440","Villanueva","2,024","1","Sin riesgo","1","Sin riesgo","ND","ND"
"86","Putumayo","86001","Mocoa","2,024","0.8","Sin riesgo","0.8","Sin riesgo","ND","ND"
"86","Putumayo","86219","Colón","2,024","9.2","Bajo riesgo","9.2","Bajo riesgo","ND","ND"
"86","Putumayo","86320","Orito","2,024","29.9","Riesgo medio","29.9","Riesgo medio","ND","ND"
"86","Putumayo","86568","Puerto Asís","2,024","17.9","Riesgo medio","17.9","Riesgo medio","ND","ND"
"86","Putumayo","86569","Puerto Caicedo","2,024","0","Sin riesgo","0","Sin riesgo","ND","ND"
"86","Putumayo","86571","Puerto Guzmán","2,024","24.8","Riesgo medio","25.3","Riesgo medio","20.7","Riesgo medio"
"86","Putumayo","86573","Puerto Leguízamo","2,024","0","Sin riesgo","0","Sin riesgo","ND","ND"
"86","Putumayo","86749","Sibundoy","2,024","19.7","Riesgo medio","19.7","Riesgo medio","ND","ND"
"86","Putumayo","86755","San Francisco","2,024","31.4","Riesgo medio","31.4","Riesgo medio","ND","ND"
"86","Putumayo","86760","Santiago","2,024","18.4","Riesgo medio","18.4","Riesgo medio","ND","ND"
"86","Putumayo","86865","Valle del Guamuez","2,024","13.8","Bajo riesgo","13.8","Bajo riesgo","ND","ND"
"86","Putumayo","86885","Villagarzón","2,024","0","Sin riesgo","0","Sin riesgo","ND","ND"
"88","Archipiélago de San Andrés, Providencia Y Santa Catalina","88001","San Andrés","2,024","3.6","Sin riesgo","0.5","Sin riesgo","8.5","Bajo riesgo"
"91","Amazonas","91001","Leticia","2,024","4.9","Sin riesgo","4.9","Sin riesgo","ND","ND"
"91","Amazonas","91540","Puerto Nariño","2,024","14.1","Riesgo medio","18.5","Riesgo medio","2.4","Sin riesgo"
"94","Guainía","94001","Inírida","2,024","32.8","Riesgo medio","32.8","Riesgo medio","ND","ND"
"95","Guaviare","95001","San José del Guaviare","2,024","1.9","Sin riesgo","1.9","Sin riesgo","ND","ND"
"95","Guaviare","95015","Calamar","2,024","20.6","Riesgo medio","20.6","Riesgo medio","ND","ND"
"95","Guaviare","95025","El Retorno","2,024","8.4","Bajo riesgo","6.7","Bajo riesgo","12.9","Bajo riesgo"
"95","Guaviare","95200","Miraflores","2,024","14.6","Riesgo medio","14.6","Riesgo medio","ND","ND"
"99","Vichada","99524","La Primavera","2,024","2.3","Sin riesgo","2.3","Sin riesgo","ND","ND"
"99","Vichada","99624","Santa Rosalía","2,024","25.3","Riesgo medio","25.3","Riesgo medio","ND","ND"
"99","Vichada","99773","Cumaribo","2,024","17.6","Riesgo medio","17.6","Riesgo medio","ND","ND"
"05","Antioquia","05001","Medellín","2,024","1.3","Sin riesgo","0.7","Sin riesgo","3","Sin riesgo"
"05","Antioquia","05002","Abejorral","2,024","0.4","Sin riesgo","0.4","Sin riesgo","ND","ND"
"05","Antioquia","05004","Abriaquí","2,024","7.2","Bajo riesgo","7.2","Bajo riesgo","ND","ND"
"05","Antioquia","05021","Alejandría","2,024","3.2","Sin riesgo","3.2","Sin riesgo","ND","ND"
"05","Antioquia","05030","Amagá","2,024","40.6","Alto riesgo","0.4","Sin riesgo","62","Alto riesgo"
"05","Antioquia","05031","Amalfi","2,024","0","Sin riesgo","0","Sin riesgo","ND","ND"
"05","Antioquia","05034","Andes","2,024","1.6","Sin riesgo","0.3","Sin riesgo","8.4","Bajo riesgo"
"05","Antioquia","05036","Angelópolis","2,024","19.7","Riesgo medio","0","Sin riesgo","61","Alto riesgo"
"05","Antioquia","05038","Angostura","2,024","6.3","Bajo riesgo","0","Sin riesgo","16.3","Riesgo medio"
"05","Antioquia","05040","Anorí","2,024","3.2","Sin riesgo","3.8","Sin riesgo","0.6","Sin riesgo"
"05","Antioquia","05042","Santa Fé de Antioquia","2,024","6.3","Bajo riesgo","0.8","Sin riesgo","19.8","Riesgo medio"
"05","Antioquia","05044","Anzá","2,024","20.7","Riesgo medio","0.8","Sin riesgo","96.4","Inviable sanitariamente"
"05","Antioquia","05045","Apartadó","2,024","2.9","Sin riesgo","0.4","Sin riesgo","13.8","Bajo riesgo"
"05","Antioquia","05051","Arboletes","2,024","0","Sin riesgo","0","Sin riesgo","ND","ND"
"05","Antioquia","05055","Argelia","2,024","0","Sin riesgo","0","Sin riesgo","0","Sin riesgo"
"05","Antioquia","05059","Armenia","2,024","0.6","Sin riesgo","0.6","Sin riesgo","ND","ND"
"05","Antioquia","05079","Barbosa","2,024","9.5","Bajo riesgo","0.1","Sin riesgo","49","Alto riesgo"
"05","Antioquia","05086","Belmira","2,024","5.2","Bajo riesgo","0.8","Sin riesgo","38.5","Alto riesgo"
"05","Antioquia","05088","Bello","2,024","0.2","Sin riesgo","0.2","Sin riesgo","ND","ND"
"05","Antioquia","05091","Betania","2,024","11.2","Bajo riesgo","0","Sin riesgo","26.9","Riesgo medio"
"05","Antioquia","05093","Betulia","2,024","5.5","Bajo riesgo","0.4","Sin riesgo","26.9","Riesgo medio"
"05","Antioquia","05101","Ciudad Bolívar","2,024","2.6","Sin riesgo","1.6","Sin riesgo","42.7","Alto riesgo"
"05","Antioquia","05107","Briceño","2,024","1.1","Sin riesgo","1.1","Sin riesgo","ND","ND"
"05","Antioquia","05113","Buriticá","2,024","0.3","Sin riesgo","0.3","Sin riesgo","ND","ND"
"05","Antioquia","05120","Cáceres","2,024","0","Sin riesgo","0","Sin riesgo","ND","ND"
"05","Antioquia","05125","Caicedo","2,024","2.2","Sin riesgo","2.2","Sin riesgo","ND","ND"
"05","Antioquia","05129","Caldas","2,024","3.7","Sin riesgo","2.2","Sin riesgo","57.6","Alto riesgo"
"05","Antioquia","05134","Campamento","2,024","1.8","Sin riesgo","1.8","Sin riesgo","ND","ND"
"05","Antioquia","05138","Cañasgordas","2,024","2.9","Sin riesgo","2.9","Sin riesgo","ND","ND"
"05","Antioquia","05142","Caracolí","2,024","0.6","Sin riesgo","0.6","Sin riesgo","ND","ND"
"05","Antioquia","05145","Caramanta","2,024","8.3","Bajo riesgo","1.1","Sin riesgo","89.4","Inviable sanitariamente"
"05","Antioquia","05147","Carepa","2,024","1.4","Sin riesgo","0","Sin riesgo","32","Riesgo medio"
"05","Antioquia","05148","El Carmen de Viboral","2,024","2.6","Sin riesgo","0.2","Sin riesgo","5.9","Bajo riesgo"
"05","Antioquia","05150","Carolina","2,024","1.2","Sin riesgo","1.2","Sin riesgo","ND","ND"
"05","Antioquia","05154","Caucasia","2,024","0.8","Sin riesgo","0.8","Sin riesgo","ND","ND"
"05","Antioquia","05172","Chigorodó","2,024","0.8","Sin riesgo","0.8","Sin riesgo","ND","ND"
"05","Antioquia","05190","Cisneros","2,024","57.3","Alto riesgo","57.3","Alto riesgo","ND","ND"
"05","Antioquia","05197","Cocorná","2,024","17.7","Riesgo medio","4.8","Sin riesgo","29.3","Riesgo medio"
"05","Antioquia","05206","Concepción","2,024","1.5","Sin riesgo","1.5","Sin riesgo","ND","ND"
"05","Antioquia","05209","Concordia","2,024","0.6","Sin riesgo","0.6","Sin riesgo","ND","ND"
"05","Antioquia","05212","Copacabana","2,024","7.1","Bajo riesgo","1.7","Sin riesgo","14","Bajo riesgo"
"05","Antioquia","05234","Dabeiba","2,024","1","Sin riesgo","1","Sin riesgo","ND","ND"
"05","Antioquia","05237","Donmatías","2,024","5.4","Bajo riesgo","0.6","Sin riesgo","97.4","Inviable sanitariamente"
"05","Antioquia","05240","Ebéjico","2,024","9.1","Bajo riesgo","2.4","Sin riesgo","24.1","Riesgo medio"
"05","Antioquia","05250","El Bagre","2,024","3.2","Sin riesgo","1.3","Sin riesgo","100","Inviable sanitariamente"
"05","Antioquia","05264","Entrerríos","2,024","13.9","Bajo riesgo","14.4","Riesgo medio","11.4","Bajo riesgo"
"05","Antioquia","05266","Envigado","2,024","3.2","Sin riesgo","0.7","Sin riesgo","7.3","Bajo riesgo"
"05","Antioquia","05282","Fredonia","2,024","0.7","Sin riesgo","0.9","Sin riesgo","0","Sin riesgo"
"05","Antioquia","05284","Frontino","2,024","1.8","Sin riesgo","0.4","Sin riesgo","32.5","Riesgo medio"
"05","Antioquia","05306","Giraldo","2,024","16.7","Riesgo medio","4.9","Sin riesgo","97.4","Inviable sanitariamente"
"05","Antioquia","05308","Girardota","2,024","19.4","Riesgo medio","0.4","Sin riesgo","27.9","Riesgo medio"
"05","Antioquia","05310","Gómez Plata","2,024","4.6","Sin riesgo","4.6","Sin riesgo","ND","ND"
"05","Antioquia","05313","Granada","2,024","0","Sin riesgo","0","Sin riesgo","ND","ND"
"05","Antioquia","05315","Guadalupe","2,024","0.9","Sin riesgo","0.9","Sin riesgo","0","Sin riesgo"
"05","Antioquia","05318","Guarne","2,024","0.5","Sin riesgo","0.8","Sin riesgo","0.2","Sin riesgo"
"05","Antioquia","05321","Guatapé","2,024","1.8","Sin riesgo","1.9","Sin riesgo","0","Sin riesgo"
"05","Antioquia","05347","Heliconia","2,024","6","Bajo riesgo","1.2","Sin riesgo","97.4","Inviable sanitariamente"
"05","Antioquia","05353","Hispania","2,024","3.2","Sin riesgo","1.7","Sin riesgo","13.4","Bajo riesgo"
"05","Antioquia","05360","Itagüí","2,024","1.6","Sin riesgo","1","Sin riesgo","15.2","Riesgo medio"
"05","Antioquia","05361","Ituango","2,024","0","Sin riesgo","0","Sin riesgo","ND","ND"
"05","Antioquia","05364","Jardín","2,024","0","Sin riesgo","0","Sin riesgo","0","Sin riesgo"
"05","Antioquia","05368","Jericó","2,024","1.1","Sin riesgo","0.4","Sin riesgo","13.3","Bajo riesgo"
"05","Antioquia","05376","La Ceja","2,024","8.9","Bajo riesgo","0.3","Sin riesgo","38.1","Alto riesgo"
"05","Antioquia","05380","La Estrella","2,024","2.2","Sin riesgo","2.6","Sin riesgo","1.5","Sin riesgo"
"05","Antioquia","05390","La Pintada","2,024","3.1","Sin riesgo","3.1","Sin riesgo","ND","ND"
"05","Antioquia","05400","La Unión","2,024","9.3","Bajo riesgo","0","Sin riesgo","25.2","Riesgo medio"
"05","Antioquia","05411","Liborina","2,024","23.4","Riesgo medio","0","Sin riesgo","79.1","Alto riesgo"
"05","Antioquia","05425","Maceo","2,024","8.1","Bajo riesgo","1.2","Sin riesgo","53.1","Alto riesgo"
"05","Antioquia","05440","Marinilla","2,024","5.5","Bajo riesgo","0.1","Sin riesgo","6.2","Bajo riesgo"
"05","Antioquia","05467","Montebello","2,024","16.3","Riesgo medio","16.3","Riesgo medio","ND","ND"
"05","Antioquia","05480","Mutatá","2,024","0.7","Sin riesgo","0.7","Sin riesgo","ND","ND"
"05","Antioquia","05483","Nariño","2,024","0.6","Sin riesgo","0.6","Sin riesgo","ND","ND"
"05","Antioquia","05490","Necoclí","2,024","3.1","Sin riesgo","3.4","Sin riesgo","0","Sin riesgo"
"05","Antioquia","05495","Nechí","2,024","1","Sin riesgo","1","Sin riesgo","ND","ND"
"05","Antioquia","05501","Olaya","2,024","1.5","Sin riesgo","1.4","Sin riesgo","1.5","Sin riesgo"
"05","Antioquia","05541","Peñol","2,024","0.1","Sin riesgo","0.1","Sin riesgo","ND","ND"
"05","Antioquia","05543","Peque","2,024","1.1","Sin riesgo","1.1","Sin riesgo","ND","ND"
"05","Antioquia","05576","Pueblorrico","2,024","1","Sin riesgo","1","Sin riesgo","ND","ND"
"05","Antioquia","05579","Puerto Berrío","2,024","1.1","Sin riesgo","1.1","Sin riesgo","ND","ND"
"05","Antioquia","05585","Puerto Nare","2,024","8.9","Bajo riesgo","6.8","Bajo riesgo","16","Riesgo medio"
"05","Antioquia","05591","Puerto Triunfo","2,024","6.4","Bajo riesgo","0.6","Sin riesgo","13.9","Bajo riesgo"
"05","Antioquia","05604","Remedios","2,024","0","Sin riesgo","0","Sin riesgo","0","Sin riesgo"
"05","Antioquia","05607","Retiro","2,024","9.8","Bajo riesgo","0.9","Sin riesgo","16.3","Riesgo medio"
"05","Antioquia","05615","Rionegro","2,024","5.9","Bajo riesgo","0.6","Sin riesgo","6.8","Bajo riesgo"
"05","Antioquia","05628","Sabanalarga","2,024","3.1","Sin riesgo","3.1","Sin riesgo","ND","ND"
"05","Antioquia","05631","Sabaneta","2,024","2.1","Sin riesgo","1.5","Sin riesgo","7.4","Bajo riesgo"
"05","Antioquia","05642","Salgar","2,024","3.1","Sin riesgo","2.1","Sin riesgo","84.2","Inviable sanitariamente"
"05","Antioquia","05647","San Andrés de Cuerquía","2,024","1.8","Sin riesgo","1.8","Sin riesgo","ND","ND"
"05","Antioquia","05649","San Carlos","2,024","0.7","Sin riesgo","0.7","Sin riesgo","ND","ND"
"05","Antioquia","05652","San Francisco","2,024","3.2","Sin riesgo","3.8","Sin riesgo","0","Sin riesgo"
"05","Antioquia","05656","San Jerónimo","2,024","10.4","Bajo riesgo","0","Sin riesgo","53.2","Alto riesgo"
"05","Antioquia","05658","San José de La Montaña","2,024","1.3","Sin riesgo","1.3","Sin riesgo","ND","ND"
"05","Antioquia","05659","San Juan de Urabá","2,024","3.2","Sin riesgo","3.2","Sin riesgo","ND","ND"
"05","Antioquia","05660","San Luis","2,024","3.5","Sin riesgo","2.3","Sin riesgo","42","Alto riesgo"
"05","Antioquia","05664","San Pedro de Los Milagros","2,024","1.7","Sin riesgo","0.1","Sin riesgo","5.6","Bajo riesgo"
"05","Antioquia","05665","San Pedro de Urabá","2,024","1","Sin riesgo","1","Sin riesgo","ND","ND"
"05","Antioquia","05667","San Rafael","2,024","0","Sin riesgo","0","Sin riesgo","ND","ND"
"05","Antioquia","05670","San Roque","2,024","0","Sin riesgo","0","Sin riesgo","ND","ND"
"05","Antioquia","05674","San Vicente Ferrer","2,024","3.4","Sin riesgo","0.2","Sin riesgo","12.5","Bajo riesgo"
"05","Antioquia","05679","Santa Bárbara","2,024","4.4","Sin riesgo","1.9","Sin riesgo","32.5","Riesgo medio"
"05","Antioquia","05686","Santa Rosa de Osos","2,024","0.7","Sin riesgo","1","Sin riesgo","0","Sin riesgo"
"05","Antioquia","05690","Santo Domingo","2,024","2.2","Sin riesgo","2.2","Sin riesgo","ND","ND"
"05","Antioquia","05697","El Santuario","2,024","0.1","Sin riesgo","0.1","Sin riesgo","ND","ND"
"05","Antioquia","05736","Segovia","2,024","0","Sin riesgo","0","Sin riesgo","ND","ND"
"05","Antioquia","05756","Sonsón","2,024","2.3","Sin riesgo","0.7","Sin riesgo","35.4","Alto riesgo"
"05","Antioquia","05761","Sopetrán","2,024","0","Sin riesgo","0","Sin riesgo","0","Sin riesgo"
"05","Antioquia","05789","Támesis","2,024","18.7","Riesgo medio","4.1","Sin riesgo","63.9","Alto riesgo"
"05","Antioquia","05790","Tarazá","2,024","0.3","Sin riesgo","0.3","Sin riesgo","0","Sin riesgo"
"05","Antioquia","05792","Tarso","2,024","0.1","Sin riesgo","0.1","Sin riesgo","0","Sin riesgo"
"05","Antioquia","05809","Titiribí","2,024","54.9","Alto riesgo","1.7","Sin riesgo","88.3","Inviable sanitariamente"
"05","Antioquia","05819","Toledo","2,024","1.5","Sin riesgo","1.5","Sin riesgo","ND","ND"
"05","Antioquia","05837","Turbo","2,024","1.4","Sin riesgo","1.5","Sin riesgo","0","Sin riesgo"
"05","Antioquia","05842","Uramita","2,024","2.3","Sin riesgo","2.3","Sin riesgo","ND","ND"
"05","Antioquia","05847","Urrao","2,024","5","Sin riesgo","0.3","Sin riesgo","70.8","Alto riesgo"
"05","Antioquia","05854","Valdivia","2,024","1.2","Sin riesgo","1.2","Sin riesgo","ND","ND"
"05","Antioquia","05856","Valparaíso","2,024","0.8","Sin riesgo","0.8","Sin riesgo","ND","ND"
"05","Antioquia","05858","Vegachí","2,024","3.1","Sin riesgo","0.1","Sin riesgo","35.4","Alto riesgo"
"05","Antioquia","05861","Venecia","2,024","0","Sin riesgo","0","Sin riesgo","0","Sin riesgo"
"05","Antioquia","05885","Yalí","2,024","1.2","Sin riesgo","1.2","Sin riesgo","ND","ND"
"05","Antioquia","05887","Yarumal","2,024","3.5","Sin riesgo","0.2","Sin riesgo","29.5","Riesgo medio"
