"DepartamentoCodigo","Departamento","MunicipioCodigo","Municipio","Año","IRCA","Nivel de riesgo","IRCAurbano","Nivel de riesgo urbano","IRCArural","Nivel de riesgo rural"
"11","Bogotá, D.C.","#TODOS","#TODOS","2,024","3.6","Sin riesgo","1.1","Sin riesgo","14.8","Riesgo medio"
"13","Bolívar","#TODOS","#TODOS","2,024","11.3","Bajo riesgo","12.4","Bajo riesgo","6.5","Bajo riesgo"
"15","Boyacá","#TODOS","#TODOS","2,024","7.5","Bajo riesgo","4.8","Sin riesgo","22","Riesgo medio"
"17","Caldas","#TODOS","#TODOS","2,024","12.1","Bajo riesgo","0.8","Sin riesgo","49.8","Alto riesgo"
"18","Caquetá","#TODOS","#TODOS","2,024","6.6","Bajo riesgo","6.6","Bajo riesgo","ND","ND"
"19","Cauca","#TODOS","#TODOS","2,024","3.3","Sin riesgo","2.1","Sin riesgo","6.6","Bajo riesgo"
"20","Cesar","#TODOS","#TODOS","2,024","17.6","Riesgo medio","17.4","Riesgo medio","24.5","Riesgo medio"
"23","Córdoba","#TODOS","#TODOS","2,024","15.8","Riesgo medio","15.7","Riesgo medio","21.7","Riesgo medio"
"25","Cundinamarca","#TODOS","#TODOS","2,024","5","Sin riesgo","4.3","Sin riesgo","7","Bajo riesgo"
"27","Chocó","#TODOS","#TODOS","2,024","44.8","Alto riesgo","44.8","Alto riesgo","ND","ND"
"41","Huila","#TODOS","#TODOS","2,024","3.9","Sin riesgo","3.6","Sin riesgo","8.5","Bajo riesgo"
"44","La Guajira","#TODOS","#TODOS","2,024","10.9","Bajo riesgo","10","Bajo riesgo","31.9","Riesgo medio"
"47","Magdalena","#TODOS","#TODOS","2,024","10.2","Bajo riesgo","10.7","Bajo riesgo","3.8","Sin riesgo"
"50","Meta","#TODOS","#TODOS","2,024","11.3","Bajo riesgo","11.3","Bajo riesgo","10.5","Bajo riesgo"
"52","Nariño","#TODOS","#TODOS","2,024","19.5","Riesgo medio","8.7","Bajo riesgo","46.7","Alto riesgo"
"54","Norte de Santander","#TODOS","#TODOS","2,024","3.2","Sin riesgo","2.8","Sin riesgo","22.5","Riesgo medio"
"63","Quindío","#TODOS","#TODOS","2,024","0.3","Sin riesgo","0.2","Sin riesgo","1.1","Sin riesgo"
"66","Risaralda","#TODOS","#TODOS","2,024","5.9","Bajo riesgo","1.5","Sin riesgo","33","Riesgo medio"
"68","Santander","#TODOS","#TODOS","2,024","8.2","Bajo riesgo","6.8","Bajo riesgo","24.1","Riesgo medio"
"70","Sucre","#TODOS","#TODOS","2,024","15.8","Riesgo medio","15.9","Riesgo medio","5.4","Bajo riesgo"
"73","Tolima","#TODOS","#TODOS","2,024","15.8","Riesgo medio","15.4","Riesgo medio","41.2","Alto riesgo"
"76","Valle del Cauca","#TODOS","#TODOS","2,024","3.9","Sin riesgo","0.4","Sin riesgo","12.5","Bajo riesgo"
"81","Arauca","#TODOS","#TODOS","2,024","5.7","Bajo riesgo","0.8","Sin riesgo","34.2","Riesgo medio"
"85","Casanare","#TODOS","#TODOS","2,024","2.9","Sin riesgo","2.9","Sin riesgo","4","Sin riesgo"
"86","Putumayo","#TODOS","#TODOS","2,024","11.6","Bajo riesgo","11.5","Bajo riesgo","20.7","Riesgo medio"
"88","Archipiélago de San Andrés, Providencia Y Santa Catalina","#TODOS","#TODOS","2,024","3.6","Sin riesgo","0.5","Sin riesgo","8.5","Bajo riesgo"
"91","Amazonas","#TODOS","#TODOS","2,024","7.2","Bajo riesgo","7.6","Bajo riesgo","2.4","Sin riesgo"
"94","Guainía","#TODOS","#TODOS","2,024","32.8","Riesgo medio","32.8","Riesgo medio","ND","ND"
"95","Guaviare","#TODOS","#TODOS","2,024","8.2","Bajo riesgo","7.9","Bajo riesgo","12.9","Bajo riesgo"
"99","Vichada","#TODOS","#TODOS","2,024","14.6","Riesgo medio","14.6","Riesgo medio","ND","ND"
"05","Antioquia","#TODOS","#TODOS","2,024","5.2","Bajo riesgo","2.4","Sin riesgo","15.3","Riesgo medio"
"08","Atlántico","#TODOS","#TODOS","2,024","1.1","Sin riesgo","0.3","Sin riesgo","7.5","Bajo riesgo"
"11","Bogotá, D.C.","11001","Bogotá, D.C.","2,024","3.6","Sin riesgo","1.1","Sin riesgo","14.8","Riesgo medio"
"13","Bolívar","13001","Cartagena de Indias","2,024","2.8","Sin riesgo","2.9","Sin riesgo","2.4","Sin riesgo"
"13","Bolívar","13006","Achí","2,024","22.8","Riesgo medio","22.8","Riesgo medio","ND","ND"
"13","Bolívar","13030","Altos del Rosario","2,024","66.8","Alto riesgo","66.8","Alto riesgo","ND","ND"
"13","Bolívar","13042","Arenal","2,024","13.8","Bajo riesgo","13.8","Bajo riesgo","ND","ND"
"13","Bolívar","13052","Arjona","2,024","0","Sin riesgo","0","Sin riesgo","ND","ND"
"13","Bolívar","13062","Arroyohondo","2,024","11.3","Bajo riesgo","18.8","Riesgo medio","6.3","Bajo riesgo"
"13","Bolívar","13074","Barranco de Loba","2,024","36.8","Alto riesgo","41.3","Alto riesgo","32.3","Riesgo medio"
"13","Bolívar","13140","Calamar","2,024","12.1","Bajo riesgo","12.1","Bajo riesgo","ND","ND"
"13","Bolívar","13160","Cantagallo","2,024","0","Sin riesgo","0","Sin riesgo","ND","ND"
"13","Bolívar","13188","Cicuco","2,024","11.7","Bajo riesgo","11.7","Bajo riesgo","ND","ND"
"13","Bolívar","13212","Córdoba","2,024","15.3","Riesgo medio","15.3","Riesgo medio","ND","ND"
"13","Bolívar","13222","Clemencia","2,024","34.9","Riesgo medio","34.9","Riesgo medio","ND","ND"
"13","Bolívar","13244","El Carmen de Bolívar","2,024","0","Sin riesgo","0","Sin riesgo","ND","ND"
"13","Bolívar","13248","El Guamo","2,024","38.9","Alto riesgo","41.2","Alto riesgo","0","Sin riesgo"
"13","Bolívar","13300","Hatillo de Loba","2,024","74.2","Alto riesgo","74.2","Alto riesgo","ND","ND"
"13","Bolívar","13430","Magangué","2,024","6.9","Bajo riesgo","3","Sin riesgo","13.9","Bajo riesgo"
"13","Bolívar","13433","Mahates","2,024","15.6","Riesgo medio","9.8","Bajo riesgo","29.8","Riesgo medio"
"13","Bolívar","13440","Margarita","2,024","74.1","Alto riesgo","74.1","Alto riesgo","ND","ND"
"13","Bolívar","13442","María La Baja","2,024","0.6","Sin riesgo","0","Sin riesgo","1.2","Sin riesgo"
"13","Bolívar","13458","Montecristo","2,024","10.8","Bajo riesgo","10.6","Bajo riesgo","12.5","Bajo riesgo"
"13","Bolívar","13468","Santa Cruz de Mompox","2,024","12.1","Bajo riesgo","12.1","Bajo riesgo","ND","ND"
"13","Bolívar","13473","Morales","2,024","5.5","Bajo riesgo","5.5","Bajo riesgo","ND","ND"
"13","Bolívar","13490","Norosí","2,024","14","Bajo riesgo","14","Bajo riesgo","ND","ND"
"13","Bolívar","13549","Pinillos","2,024","8.8","Bajo riesgo","8.8","Bajo riesgo","ND","ND"
"13","Bolívar","13580","Regidor","2,024","12.6","Bajo riesgo","12.6","Bajo riesgo","ND","ND"
"13","Bolívar","13620","San Cristóbal","2,024","18","Riesgo medio","18","Riesgo medio","ND","ND"
"13","Bolívar","13647","San Estanislao","2,024","12.6","Bajo riesgo","12.6","Bajo riesgo","ND","ND"
"13","Bolívar","13650","San Fernando","2,024","42.3","Alto riesgo","42.3","Alto riesgo","ND","ND"
"13","Bolívar","13657","San Juan Nepomuceno","2,024","33.3","Riesgo medio","ND","ND","33.3","Riesgo medio"
"13","Bolívar","13670","San Pablo","2,024","1.8","Sin riesgo","1.8","Sin riesgo","ND","ND"
"13","Bolívar","13673","Santa Catalina","2,024","36","Alto riesgo","36","Alto riesgo","ND","ND"
"13","Bolívar","13683","Santa Rosa","2,024","21.9","Riesgo medio","21.9","Riesgo medio","ND","ND"
"13","Bolívar","13688","Santa Rosa del Sur","2,024","0","Sin riesgo","0","Sin riesgo","ND","ND"
"13","Bolívar","13744","Simití","2,024","0.2","Sin riesgo","0.2","Sin riesgo","ND","ND"
"13","Bolívar","13760","Soplaviento","2,024","1","Sin riesgo","1","Sin riesgo","ND","ND"
"13","Bolívar","13780","Talaigua Nuevo","2,024","26.6","Riesgo medio","26.6","Riesgo medio","ND","ND"
"13","Bolívar","13810","Tiquisio","2,024","56.6","Alto riesgo","56.6","Alto riesgo","ND","ND"
"13","Bolívar","13836","Turbaco","2,024","0","Sin riesgo","0","Sin riesgo","ND","ND"
"13","Bolívar","13838","Turbana","2,024","0","Sin riesgo","0","Sin riesgo","0","Sin riesgo"
"13","Bolívar","13873","Villanueva","2,024","15.4","Riesgo medio","33.3","Riesgo medio","0","Sin riesgo"
"13","Bolívar","13894","Zambrano","2,024","15","Riesgo medio","11.2","Bajo riesgo","26.6","Riesgo medio"
"15","Boyacá","15001","Tunja","2,024","2.9","Sin riesgo","0.8","Sin riesgo","10.9","Bajo riesgo"
"15","Boyacá","15022","Almeida","2,024","16.5","Riesgo medio","3.1","Sin riesgo","32.5","Riesgo medio"
"15","Boyacá","15047","Aquitania","2,024","8.5","Bajo riesgo","9.1","Bajo riesgo","6.2","Bajo riesgo"
"15","Boyacá","15051","Arcabuco","2,024","2.5","Sin riesgo","2.5","Sin riesgo","ND","ND"
"15","Boyacá","15087","Belén","2,024","0","Sin riesgo","0","Sin riesgo","ND","ND"
"15","Boyacá","15090","Berbeo","2,024","40.7","Alto riesgo","29.2","Riesgo medio","69.4","Alto riesgo"
"15","Boyacá","15092","Betéitiva","2,024","1.3","Sin riesgo","1.3","Sin riesgo","ND","ND"
"15","Boyacá","15097","Boavita","2,024","0","Sin riesgo","0","Sin riesgo","ND","ND"
"15","Boyacá","15104","Boyacá","2,024","8.2","Bajo riesgo","8.2","Bajo riesgo","ND","ND"
"15","Boyacá","15106","Briceño","2,024","27.3","Riesgo medio","1.5","Sin riesgo","72.3","Alto riesgo"
"15","Boyacá","15109","Buenavista","2,024","0","Sin riesgo","0","Sin riesgo","ND","ND"
"15","Boyacá","15114","Busbanzá","2,024","6.1","Bajo riesgo","6.1","Bajo riesgo","ND","ND"
"15","Boyacá","15131","Caldas","2,024","50.6","Alto riesgo","31.6","Riesgo medio","94.9","Inviable sanitariamente"
"15","Boyacá","15135","Campohermoso","2,024","14.4","Riesgo medio","17.5","Riesgo medio","8.3","Bajo riesgo"
"15","Boyacá","15162","Cerinza","2,024","9.7","Bajo riesgo","9.7","Bajo riesgo","ND","ND"
"15","Boyacá","15172","Chinavita","2,024","8.8","Bajo riesgo","8.8","Bajo riesgo","ND","ND"
"15","Boyacá","15176","Chiquinquirá","2,024","4.6","Sin riesgo","4.6","Sin riesgo","ND","ND"
"15","Boyacá","15180","Chiscas","2,024","5","Sin riesgo","5","Sin riesgo","ND","ND"
"15","Boyacá","15183","Chita","2,024","16","Riesgo medio","9.8","Bajo riesgo","23.7","Riesgo medio"
"15","Boyacá","15185","Chitaraque","2,024","5.1","Bajo riesgo","2.8","Sin riesgo","10.7","Bajo riesgo"
"15","Boyacá","15187","Chivatá","2,024","3.6","Sin riesgo","0","Sin riesgo","9.1","Bajo riesgo"
"15","Boyacá","15189","Ciénega","2,024","7","Bajo riesgo","7","Bajo riesgo","ND","ND"
"15","Boyacá","15204","Cómbita","2,024","1","Sin riesgo","1","Sin riesgo","ND","ND"
"15","Boyacá","15212","Coper","2,024","11.7","Bajo riesgo","1.2","Sin riesgo","74.4","Alto riesgo"
"15","Boyacá","15215","Corrales","2,024","29","Riesgo medio","22.6","Riesgo medio","38","Alto riesgo"
"15","Boyacá","15218","Covarachía","2,024","1.3","Sin riesgo","1.3","Sin riesgo","ND","ND"
"15","Boyacá","15223","Cubará","2,024","24.2","Riesgo medio","0.1","Sin riesgo","43.9","Alto riesgo"
"15","Boyacá","15224","Cucaita","2,024","16","Riesgo medio","13.6","Bajo riesgo","24.3","Riesgo medio"
"15","Boyacá","15226","Cuítiva","2,024","7.1","Bajo riesgo","6.4","Bajo riesgo","9.3","Bajo riesgo"
"15","Boyacá","15232","Chíquiza","2,024","7.2","Bajo riesgo","ND","ND","7.2","Bajo riesgo"
"15","Boyacá","15236","Chivor","2,024","5.8","Bajo riesgo","5.8","Bajo riesgo","ND","ND"
"15","Boyacá","15238","Duitama","2,024","1.3","Sin riesgo","1.4","Sin riesgo","0.4","Sin riesgo"
"15","Boyacá","15244","El Cocuy","2,024","0.2","Sin riesgo","0.2","Sin riesgo","0","Sin riesgo"
"15","Boyacá","15248","El Espino","2,024","5.3","Bajo riesgo","5.3","Bajo riesgo","ND","ND"
"15","Boyacá","15272","Firavitoba","2,024","4.5","Sin riesgo","4.5","Sin riesgo","ND","ND"
"15","Boyacá","15276","Floresta","2,024","7.2","Bajo riesgo","4.5","Sin riesgo","12.6","Bajo riesgo"
"15","Boyacá","15293","Gachantivá","2,024","4.4","Sin riesgo","4.4","Sin riesgo","ND","ND"
"15","Boyacá","15296","Gámeza","2,024","19.5","Riesgo medio","19.5","Riesgo medio","ND","ND"
"15","Boyacá","15299","Garagoa","2,024","6.7","Bajo riesgo","7.8","Bajo riesgo","0","Sin riesgo"
"15","Boyacá","15317","Guacamayas","2,024","3.7","Sin riesgo","3.7","Sin riesgo","ND","ND"
"15","Boyacá","15322","Guateque","2,024","8.6","Bajo riesgo","8.6","Bajo riesgo","ND","ND"
"15","Boyacá","15325","Guayatá","2,024","10.7","Bajo riesgo","12.3","Bajo riesgo","0","Sin riesgo"
"15","Boyacá","15332","Güicán de La Sierra","2,024","0","Sin riesgo","0","Sin riesgo","ND","ND"
"15","Boyacá","15362","Iza","2,024","0","Sin riesgo","0","Sin riesgo","ND","ND"
"15","Boyacá","15367","Jenesano","2,024","6.9","Bajo riesgo","6.9","Bajo riesgo","ND","ND"
"15","Boyacá","15368","Jericó","2,024","19.1","Riesgo medio","19.1","Riesgo medio","ND","ND"
"15","Boyacá","15377","Labranzagrande","2,024","36.3","Alto riesgo","19.3","Riesgo medio","56.7","Alto riesgo"
"15","Boyacá","15380","La Capilla","2,024","10.8","Bajo riesgo","10.8","Bajo riesgo","ND","ND"
"15","Boyacá","15401","La Victoria","2,024","10.1","Bajo riesgo","8.9","Bajo riesgo","12.1","Bajo riesgo"
"15","Boyacá","15403","La Uvita","2,024","28.3","Riesgo medio","28.3","Riesgo medio","ND","ND"
"15","Boyacá","15407","Villa de Leyva","2,024","2.9","Sin riesgo","0.4","Sin riesgo","7.2","Bajo riesgo"
"15","Boyacá","15425","Macanal","2,024","8.1","Bajo riesgo","8.1","Bajo riesgo","ND","ND"
"15","Boyacá","15442","Maripí","2,024","3","Sin riesgo","0","Sin riesgo","6.6","Bajo riesgo"
"15","Boyacá","15455","Miraflores","2,024","1.8","Sin riesgo","1.8","Sin riesgo","ND","ND"
"15","Boyacá","15464","Mongua","2,024","42.8","Alto riesgo","42.8","Alto riesgo","ND","ND"
"15","Boyacá","15466","Monguí","2,024","32.7","Riesgo medio","32.7","Riesgo medio","ND","ND"
"15","Boyacá","15469","Moniquirá","2,024","1.4","Sin riesgo","1.4","Sin riesgo","ND","ND"
"15","Boyacá","15476","Motavita","2,024","13.6","Bajo riesgo","14.4","Riesgo medio","12.1","Bajo riesgo"
"15","Boyacá","15480","Muzo","2,024","27.3","Riesgo medio","0","Sin riesgo","58.5","Alto riesgo"
"15","Boyacá","15491","Nobsa","2,024","2.5","Sin riesgo","0","Sin riesgo","4.4","Sin riesgo"
"15","Boyacá","15494","Nuevo Colón","2,024","0.2","Sin riesgo","0.2","Sin riesgo","ND","ND"
"15","Boyacá","15500","Oicatá","2,024","13.2","Bajo riesgo","0","Sin riesgo","39.7","Alto riesgo"
"15","Boyacá","15507","Otanche","2,024","11.7","Bajo riesgo","11.7","Bajo riesgo","ND","ND"
"15","Boyacá","15511","Pachavita","2,024","26.2","Riesgo medio","8.8","Bajo riesgo","87.2","Inviable sanitariamente"
"15","Boyacá","15514","Páez","2,024","0","Sin riesgo","0","Sin riesgo","ND","ND"
"15","Boyacá","15516","Paipa","2,024","2.7","Sin riesgo","1.7","Sin riesgo","6.5","Bajo riesgo"
"15","Boyacá","15518","Pajarito","2,024","10.4","Bajo riesgo","7.3","Bajo riesgo","14","Bajo riesgo"
"15","Boyacá","15522","Panqueba","2,024","0","Sin riesgo","0","Sin riesgo","ND","ND"
"15","Boyacá","15531","Pauna","2,024","37.9","Alto riesgo","7.3","Bajo riesgo","81.5","Inviable sanitariamente"
"15","Boyacá","15533","Paya","2,024","7.7","Bajo riesgo","7","Bajo riesgo","8.5","Bajo riesgo"
"15","Boyacá","15537","Paz de Río","2,024","6.4","Bajo riesgo","6.4","Bajo riesgo","ND","ND"
"15","Boyacá","15542","Pesca","2,024","21.7","Riesgo medio","21.7","Riesgo medio","ND","ND"
"15","Boyacá","15550","Pisba","2,024","14.8","Riesgo medio","14.1","Riesgo medio","15.4","Riesgo medio"
"15","Boyacá","15572","Puerto Boyacá","2,024","9.6","Bajo riesgo","9.6","Bajo riesgo","ND","ND"
"15","Boyacá","15580","Quípama","2,024","6.7","Bajo riesgo","7.2","Bajo riesgo","6.3","Bajo riesgo"
"15","Boyacá","15599","Ramiriquí","2,024","0.7","Sin riesgo","0.6","Sin riesgo","0.8","Sin riesgo"
"15","Boyacá","15600","Ráquira","2,024","14.3","Riesgo medio","16.2","Riesgo medio","10.6","Bajo riesgo"
"15","Boyacá","15621","Rondón","2,024","5.4","Bajo riesgo","5.4","Bajo riesgo","ND","ND"
"15","Boyacá","15632","Saboyá","2,024","5.7","Bajo riesgo","5.7","Bajo riesgo","ND","ND"
"15","Boyacá","15638","Sáchica","2,024","11","Bajo riesgo","11.6","Bajo riesgo","8.7","Bajo riesgo"
"15","Boyacá","15646","Samacá","2,024","1.9","Sin riesgo","1.9","Sin riesgo","ND","ND"
"15","Boyacá","15660","San Eduardo","2,024","37.4","Alto riesgo","0","Sin riesgo","81","Inviable sanitariamente"
"15","Boyacá","15664","San José de Pare","2,024","8","Bajo riesgo","8","Bajo riesgo","ND","ND"
"15","Boyacá","15667","San Luis de Gaceno","2,024","2.3","Sin riesgo","2.3","Sin riesgo","ND","ND"
"15","Boyacá","15673","San Mateo","2,024","24.7","Riesgo medio","24.7","Riesgo medio","ND","ND"
"15","Boyacá","15676","San Miguel de Sema","2,024","4.4","Sin riesgo","1.2","Sin riesgo","10","Bajo riesgo"
"15","Boyacá","15681","San Pablo de Borbur","2,024","3.4","Sin riesgo","4.1","Sin riesgo","0","Sin riesgo"
"15","Boyacá","15686","Santana","2,024","6.6","Bajo riesgo","6.6","Bajo riesgo","ND","ND"
"15","Boyacá","15690","Santa María","2,024","5","Sin riesgo","6.7","Bajo riesgo","0","Sin riesgo"
"15","Boyacá","15693","Santa Rosa de Viterbo","2,024","9.2","Bajo riesgo","12","Bajo riesgo","4.2","Sin riesgo"
"15","Boyacá","15696","Santa Sofía","2,024","1.6","Sin riesgo","1.6","Sin riesgo","ND","ND"
"15","Boyacá","15720","Sativanorte","2,024","1.1","Sin riesgo","1.1","Sin riesgo","ND","ND"
"15","Boyacá","15723","Sativasur","2,024","7.9","Bajo riesgo","8.4","Bajo riesgo","7.2","Bajo riesgo"
"15","Boyacá","15740","Siachoque","2,024","6.2","Bajo riesgo","2.1","Sin riesgo","14.5","Riesgo medio"
"15","Boyacá","15753","Soatá","2,024","1.2","Sin riesgo","1.2","Sin riesgo","ND","ND"
"15","Boyacá","15755","Socotá","2,024","2.4","Sin riesgo","2.4","Sin riesgo","ND","ND"
"15","Boyacá","15757","Socha","2,024","23.7","Riesgo medio","23.7","Riesgo medio","ND","ND"
"15","Boyacá","15759","Sogamoso","2,024","0.3","Sin riesgo","0.3","Sin riesgo","1.2","Sin riesgo"
"15","Boyacá","15761","Somondoco","2,024","0","Sin riesgo","0","Sin riesgo","ND","ND"
"15","Boyacá","15762","Sora","2,024","24.5","Riesgo medio","17.2","Riesgo medio","30.1","Riesgo medio"
"15","Boyacá","15763","Sotaquirá","2,024","0","Sin riesgo","0","Sin riesgo","ND","ND"
"15","Boyacá","15764","Soracá","2,024","5.8","Bajo riesgo","0.7","Sin riesgo","23.6","Riesgo medio"
"15","Boyacá","15774","Susacón","2,024","17","Riesgo medio","17","Riesgo medio","ND","ND"
"15","Boyacá","15776","Sutamarchán","2,024","32.4","Riesgo medio","8.5","Bajo riesgo","86.4","Inviable sanitariamente"
"15","Boyacá","15778","Sutatenza","2,024","8.9","Bajo riesgo","3.3","Sin riesgo","28.4","Riesgo medio"
"15","Boyacá","15790","Tasco","2,024","1.6","Sin riesgo","1.6","Sin riesgo","ND","ND"
"15","Boyacá","15798","Tenza","2,024","14.1","Riesgo medio","14.1","Riesgo medio","ND","ND"
"15","Boyacá","15806","Tibasosa","2,024","2.1","Sin riesgo","2.1","Sin riesgo","ND","ND"
"15","Boyacá","15810","Tipacoque","2,024","25.2","Riesgo medio","7.5","Bajo riesgo","69.3","Alto riesgo"
"15","Boyacá","15814","Toca","2,024","15.1","Riesgo medio","15.1","Riesgo medio","ND","ND"
"15","Boyacá","15816","Togüí","2,024","6.7","Bajo riesgo","6.7","Bajo riesgo","ND","ND"
"15","Boyacá","15820","Tópaga","2,024","26","Riesgo medio","17.1","Riesgo medio","40.8","Alto riesgo"
"15","Boyacá","15822","Tota","2,024","10.5","Bajo riesgo","4.8","Sin riesgo","22","Riesgo medio"
"15","Boyacá","15832","Tununguá","2,024","21","Riesgo medio","21","Riesgo medio","ND","ND"
"15","Boyacá","15837","Tuta","2,024","2.2","Sin riesgo","2.2","Sin riesgo","ND","ND"
"15","Boyacá","15839","Tutazá","2,024","24.7","Riesgo medio","4.3","Sin riesgo","45.2","Alto riesgo"
"15","Boyacá","15861","Ventaquemada","2,024","0","Sin riesgo","0","Sin riesgo","ND","ND"
"15","Boyacá","15879","Viracachá","2,024","45.2","Alto riesgo","25.6","Riesgo medio","60","Alto riesgo"
"15","Boyacá","15897","Zetaquira","2,024","19.3","Riesgo medio","19.3","Riesgo medio","ND","ND"
"17","Caldas","17001","Manizales","2,024","11.7","Bajo riesgo","0","Sin riesgo","62.9","Alto riesgo"
"17","Caldas","17013","Aguadas","2,024","0","Sin riesgo","0","Sin riesgo","ND","ND"
"17","Caldas","17042","Anserma","2,024","3.5","Sin riesgo","1.7","Sin riesgo","29","Riesgo medio"
"17","Caldas","17050","Aranzazu","2,024","7.2","Bajo riesgo","0","Sin riesgo","78.7","Alto riesgo"
"17","Caldas","17088","Belalcázar","2,024","0","Sin riesgo","0","Sin riesgo","ND","ND"
"17","Caldas","17174","Chinchiná","2,024","2.4","Sin riesgo","0","Sin riesgo","64.5","Alto riesgo"
"17","Caldas","17272","Filadelfia","2,024","1.8","Sin riesgo","0","Sin riesgo","38.7","Alto riesgo"
"17","Caldas","17380","La Dorada","2,024","3.7","Sin riesgo","1.8","Sin riesgo","7.6","Bajo riesgo"
"17","Caldas","17388","La Merced","2,024","13.2","Bajo riesgo","0","Sin riesgo","85.5","Inviable sanitariamente"
"17","Caldas","17433","Manzanares","2,024","3.2","Sin riesgo","0.1","Sin riesgo","71","Alto riesgo"
"17","Caldas","17442","Marmato","2,024","0","Sin riesgo","0","Sin riesgo","ND","ND"
"17","Caldas","17444","Marquetalia","2,024","1","Sin riesgo","1","Sin riesgo","ND","ND"
"17","Caldas","17446","Marulanda","2,024","0","Sin riesgo","0","Sin riesgo","ND","ND"
"17","Caldas","17486","Neira","2,024","2.8","Sin riesgo","0","Sin riesgo","6.8","Bajo riesgo"
"17","Caldas","17495","Norcasia","2,024","4.4","Sin riesgo","4.4","Sin riesgo","ND","ND"
"17","Caldas","17513","Pácora","2,024","5.7","Bajo riesgo","0","Sin riesgo","71","Alto riesgo"
"17","Caldas","17524","Palestina","2,024","24","Riesgo medio","1.5","Sin riesgo","56.4","Alto riesgo"
"17","Caldas","17541","Pensilvania","2,024","13.3","Bajo riesgo","0","Sin riesgo","63.3","Alto riesgo"
"17","Caldas","17614","Riosucio","2,024","21.7","Riesgo medio","0","Sin riesgo","72.9","Alto riesgo"
"17","Caldas","17616","Risaralda","2,024","14","Bajo riesgo","0","Sin riesgo","64.5","Alto riesgo"
"17","Caldas","17653","Salamina","2,024","16","Riesgo medio","0.5","Sin riesgo","66.9","Alto riesgo"
"17","Caldas","17662","Samaná","2,024","13.9","Bajo riesgo","1.8","Sin riesgo","71.6","Alto riesgo"
"17","Caldas","17665","San José","2,024","29","Riesgo medio","0","Sin riesgo","67.6","Alto riesgo"
"17","Caldas","17777","Supía","2,024","14.1","Riesgo medio","3.4","Sin riesgo","73.7","Alto riesgo"
"17","Caldas","17867","Victoria","2,024","29.8","Riesgo medio","0","Sin riesgo","35.1","Alto riesgo"
"17","Caldas","17873","Villamaría","2,024","22.9","Riesgo medio","0.6","Sin riesgo","54.8","Alto riesgo"
"17","Caldas","17877","Viterbo","2,024","25.7","Riesgo medio","0.1","Sin riesgo","74.4","Alto riesgo"
"18","Caquetá","18001","Florencia","2,024","0.9","Sin riesgo","0.9","Sin riesgo","ND","ND"
"18","Caquetá","18029","Albania","2,024","4.3","Sin riesgo","4.3","Sin riesgo","ND","ND"
"18","Caquetá","18094","Belén de Los Andaquíes","2,024","2.4","Sin riesgo","2.4","Sin riesgo","ND","ND"
"18","Caquetá","18150","Cartagena del Chairá","2,024","1.4","Sin riesgo","1.4","Sin riesgo","ND","ND"
"18","Caquetá","18205","Curillo","2,024","2.1","Sin riesgo","2.1","Sin riesgo","ND","ND"
"18","Caquetá","18247","El Doncello","2,024","4.3","Sin riesgo","4.3","Sin riesgo","ND","ND"
"18","Caquetá","18256","El Paujíl","2,024","2.2","Sin riesgo","2.2","Sin riesgo","ND","ND"
"18","Caquetá","18410","La Montañita","2,024","4.3","Sin riesgo","4.3","Sin riesgo","ND","ND"
"18","Caquetá","18460","Milán","2,024","0","Sin riesgo","0","Sin riesgo","ND","ND"
"18","Caquetá","18479","Morelia","2,024","58.8","Alto riesgo","58.8","Alto riesgo","ND","ND"
"18","Caquetá","18592","Puerto Rico","2,024","7.9","Bajo riesgo","7.9","Bajo riesgo","ND","ND"
"18","Caquetá","18610","San José del Fragua","2,024","5.2","Bajo riesgo","5.2","Bajo riesgo","ND","ND"
"18","Caquetá","18753","San Vicente del Caguán","2,024","4.8","Sin riesgo","4.8","Sin riesgo","ND","ND"
"18","Caquetá","18756","Solano","2,024","13.8","Bajo riesgo","13.8","Bajo riesgo","ND","ND"
"18","Caquetá","18785","Solita","2,024","10.5","Bajo riesgo","10.5","Bajo riesgo","ND","ND"
"18","Caquetá","18860","Valparaíso","2,024","3.7","Sin riesgo","3.7","Sin riesgo","ND","ND"
"19","Cauca","19022","Almaguer","2,024","0","Sin riesgo","0","Sin riesgo","0","Sin riesgo"
"19","Cauca","19110","Buenos Aires","2,024","0","Sin riesgo","0","Sin riesgo","ND","ND"
"19","Cauca","19130","Cajibío","2,024","0","Sin riesgo","ND","ND","0","Sin riesgo"
"19","Cauca","19137","Caldono","2,024","23.6","Riesgo medio","9.3","Bajo riesgo","33.1","Riesgo medio"
"19","Cauca","19142","Caloto","2,024","0","Sin riesgo","0","Sin riesgo","ND","ND"
"19","Cauca","19212","Corinto","2,024","0","Sin riesgo","0","Sin riesgo","ND","ND"
"19","Cauca","19256","El Tambo","2,024","0","Sin riesgo","0","Sin riesgo","0","Sin riesgo"
"19","Cauca","19300","Guachené","2,024","0","Sin riesgo","0","Sin riesgo","0","Sin riesgo"
"19","Cauca","19318","Guapi","2,024","9.3","Bajo riesgo","18.6","Riesgo medio","0","Sin riesgo"
"19","Cauca","19355","Inzá","2,024","5.5","Bajo riesgo","0","Sin riesgo","24.8","Riesgo medio"
"19","Cauca","19392","La Sierra","2,024","1.6","Sin riesgo","1.6","Sin riesgo","ND","ND"
